_unit_id,airline_sentiment,text
681448775,negative,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-)
681448776,neutral,@VirginAmerica what is your policy on flying after surgery?
681448777,neutral,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg
681448778,negative,"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!"
681448779,positive,@VirginAmerica would love to do more for virgin just like I do for @GoPro
681448780,neutral,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I
681448781,neutral,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application."
681448782,neutral,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq
681448783,neutral,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ"
681448784,negative,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS
681448785,neutral,@VirginAmerica weather delays &gt
681448786,neutral,@VirginAmerica @madbee95 check the website before you go to the airport!
681448787,negative,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr
681448788,neutral,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp
681448789,positive,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry
681448790,negative,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff"
681448791,negative,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.
681448792,positive,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
681448793,positive,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!"
681448794,positive,@VirginAmerica happy to spend the day together. Let's do this!
681448795,neutral,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9
681448796,neutral,@VirginAmerica missed my flight. How does standby work?
681448797,positive,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps
681448798,neutral,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS
681448799,positive,@VirginAmerica thank you! I absolutely will _��_
681448800,negative,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD
681448801,neutral,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' _���
681448802,negative,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg
681448803,negative,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW"
681448804,neutral,@VirginAmerica can u help this _��� @FreyaBevan_Fund needs urgent treatment in_��_���2y old battling cancer could u help with flights _���#freyasfund
681448805,neutral,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
681448806,negative,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW
681448807,negative,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?
681448808,neutral,@VirginAmerica add DTW and I'm sold!
681448809,positive,@VirginAmerica How about some free drinks on the flight back for the free promo?
681448810,positive,@VirginAmerica @SSal thanks!
681448811,neutral,@VirginAmerica momma I made it! _��_��_��
681448812,neutral,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
681448813,neutral,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!
681448814,neutral,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair
681448815,negative,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
681448816,neutral,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks
681448817,positive,@VirginAmerica Thanks!
681448818,positive,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
681448819,positive,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
681448820,negative,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
681448821,negative,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)"
681448822,neutral,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help_��
_���_���_��_���_��_���_���
_�_�_�Ώ_�_� http://t.co/UJfS9Zi6kd"
681448823,neutral,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
681448824,negative,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly _��
681448825,neutral,@VirginAmerica is my new go to airline
681448826,neutral,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
_�_�_���_��_�_�_��_���_�_� http://t.co/778AzTDaer"
681448827,positive,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks."
681448828,positive,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.
681448829,neutral,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica
681448830,negative,@VirginAmerica trying to check-in...but looks like your site is down?
681448831,negative,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!"
681448832,negative,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.
681448833,positive,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
681448836,negative,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???"
681448837,negative,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3
681448838,negative,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board"
681448839,negative,"@VirginAmerica
wjere is our luggage #so slow at lax"
681448840,neutral,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
681448841,negative,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well"
681448842,negative,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email
681448843,negative,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome"
681448844,neutral,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo
681448846,neutral,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa
681448847,positive,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf"
681448848,positive,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!"
681448849,neutral,@VirginAmerica i would like help with some flights please.
681448850,neutral,Bruh ���@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance�۝
681448851,positive,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!
681448852,positive,@VirginAmerica ok! first time flying with you tonight :)
681448853,neutral,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!
681448854,neutral,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114"
681448855,negative,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn"
681448856,negative,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.
681448857,negative,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.
681448858,positive,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. _���
681448859,negative,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!
681448860,negative,@VirginAmerica delayed to10.30!!
681448861,negative,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?
681448862,neutral,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift"
681448863,positive,���@VirginAmerica: @KarinSLee Of course. Have fun celebrating!�۝ Thanks! Happy Chinese New Year!
681448864,positive,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys
681448865,negative,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank
681448866,neutral,"@VirginAmerica I just did, how can I DM? Do u have to also add me?"
681448867,positive,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines."
